Learner_ID,Enrollment_Date,Cohort_Month,Course_Category,Plan_Type,Plan_Fee_INR,Payment_Method,Lead_Source,Device_Type,Employment_Status,Age,Gender,City_Tier,Program_Duration_Weeks,Status,Completion_Pct,Dropout_Week,Dropout_Reason,Last_Active_Date,Videos_Watched,Assignments_Submitted,Mentor_Sessions,Avg_Weekly_Hours,Login_Days_Per_Week,NPS_Score,Placement_Eligible,Placed,Placement_Salary_INR,Placement_Company_Tier
LRN-10118,2022-05-23,2022-05,Data Science & Analytics,Quarterly,7999,UPI,Email Campaign,Mobile,Working Professional,31,Female,Tier 1,24,Completed,95.6,,,2022-11-07,60,24,5,12.0,5.3,7,True,True,877262.0,Tier 1
LRN-10119,2022-09-10,2022-09,Digital Marketing,Quarterly,7999,Net Banking,Paid Ads,Mobile,Working Professional,19,Female,Tier 1,16,Completed,98.7,,,2022-12-31,57,14,6,8.4,6.2,9,True,False,,
LRN-10120,2023-07-29,2023-07,Data Science & Analytics,Quarterly,7999,UPI,Organic Search,Mobile,Working Professional,36,Other,Tier 3,24,Completed,98.7,,,2024-01-13,82,20,10,13.2,6.1,8,True,True,581512.0,Tier 3
LRN-10121,2023-07-06,2023-07,Digital Marketing,Monthly,2999,UPI,Referral,Desktop,Student,36,Female,Tier 2,16,Completed,98.4,,,2023-10-26,48,12,7,11.8,5.0,9,True,True,1053904.0,Tier 3
LRN-10122,2022-09-27,2022-09,Data Science & Analytics,Monthly,2999,Credit Card,Email Campaign,Mobile,Working Professional,38,Other,Tier 1,24,Dropped,25.0,6.0,Lost interest,2022-11-08,6,3,1,0.5,1.1,2,False,False,,
LRN-10123,2023-08-22,2023-08,UI/UX Design,Monthly,2999,Net Banking,Organic Search,Desktop,Job Seeker,33,Female,Tier 1,18,Completed,97.8,,,2023-12-26,50,18,5,12.7,6.1,8,True,False,,
LRN-10124,2023-03-15,2023-03,Web Development,Monthly,2999,Credit Card,Paid Ads,Desktop,Freelancer,19,Other,Tier 2,20,Dropped,10.0,2.0,Lack of time,2023-03-29,3,1,1,2.1,1.1,5,False,False,,
LRN-10125,2023-08-21,2023-08,Digital Marketing,Monthly,2999,Credit Card,Social Media,Mobile,Working Professional,38,Other,Tier 1,16,Completed,97.2,,,2023-12-11,45,16,6,11.9,5.0,9,True,True,1148461.0,Tier 3
LRN-10126,2023-02-13,2023-02,Data Science & Analytics,Monthly,2999,UPI,Organic Search,Mobile,Job Seeker,30,Female,Tier 2,24,Dropped,4.2,1.0,Technical issues,2023-02-20,3,0,2,4.3,1.2,5,False,False,,
LRN-10127,2023-01-06,2023-01,Web Development,Monthly,2999,Debit Card,Social Media,Desktop,Freelancer,35,Female,Tier 1,20,Active,85.0,,,2023-05-05,37,11,3,6.4,3.7,8,False,False,,
LRN-10128,2022-08-13,2022-08,Data Science & Analytics,Quarterly,7999,UPI,Social Media,Mobile,Working Professional,27,Male,Tier 1,24,Completed,98.0,,,2023-01-28,67,24,7,9.3,4.5,7,True,True,852073.0,Tier 3
LRN-10129,2022-05-22,2022-05,Web Development,Quarterly,7999,Debit Card,Organic Search,Mobile,Working Professional,24,Male,Tier 2,20,Completed,97.9,,,2022-10-09,51,17,8,13.4,5.0,10,True,True,940982.0,Tier 3
LRN-10130,2023-06-06,2023-06,Digital Marketing,Annual,24999,UPI,Social Media,Tablet,Job Seeker,24,Male,Tier 3,16,Completed,99.0,,,2023-09-26,64,13,12,8.1,5.7,9,True,False,,
LRN-10131,2023-05-21,2023-05,Data Science & Analytics,Monthly,2999,Debit Card,Organic Search,Mobile,Working Professional,35,Other,Tier 1,24,Completed,95.5,,,2023-11-05,90,23,4,13.0,5.1,7,True,True,1041423.0,Tier 1
LRN-10132,2022-04-04,2022-04,Data Science & Analytics,Annual,24999,Debit Card,Social Media,Mobile,Student,35,Female,Tier 1,24,Dropped,50.0,12.0,Got a job / no longer needed,2022-06-27,12,4,0,2.4,1.1,2,False,False,,
LRN-10133,2022-02-18,2022-02,Data Science & Analytics,Monthly,2999,Debit Card,Social Media,Mobile,Freelancer,19,Other,Tier 2,24,Dropped,12.5,3.0,Content too difficult,2022-03-11,6,1,3,2.1,0.9,5,False,False,,
LRN-10134,2022-04-23,2022-04,Digital Marketing,Monthly,2999,Debit Card,Referral,Desktop,Job Seeker,31,Male,Tier 1,16,Dropped,25.0,4.0,Lost interest,2022-05-21,8,1,2,3.1,2.4,4,False,False,,
LRN-10135,2022-06-06,2022-06,Web Development,Annual,24999,Credit Card,Paid Ads,Mobile,Working Professional,24,Male,Tier 1,20,Completed,96.7,,,2022-10-24,67,20,4,7.3,6.4,7,True,False,,
LRN-10136,2023-10-05,2023-10,Web Development,Monthly,2999,Debit Card,Organic Search,Mobile,Working Professional,38,Male,Tier 2,20,Active,65.0,,,2024-01-04,38,10,5,5.0,5.4,6,False,False,,
LRN-10137,2022-06-13,2022-06,Web Development,Quarterly,7999,Debit Card,Organic Search,Desktop,Job Seeker,35,Female,Tier 1,20,Dropped,20.0,4.0,Technical issues,2022-07-11,4,2,1,3.5,1.4,1,False,False,,
LRN-10138,2023-11-28,2023-11,Web Development,Monthly,2999,Net Banking,Paid Ads,Mobile,Working Professional,37,Male,Tier 2,20,Dropped,5.0,1.0,Lack of time,2023-12-05,3,1,2,4.8,1.2,5,False,False,,
LRN-10139,2023-03-09,2023-03,Web Development,Monthly,2999,Debit Card,Referral,Mobile,Working Professional,22,Other,Tier 1,20,Completed,99.7,,,2023-07-27,75,20,8,13.0,5.9,9,True,False,,
LRN-10140,2023-09-03,2023-09,UI/UX Design,Quarterly,7999,UPI,Paid Ads,Tablet,Working Professional,33,Other,Tier 3,18,Completed,96.3,,,2024-01-07,57,15,7,12.4,4.7,9,True,True,360195.0,Tier 3
LRN-10141,2022-03-07,2022-03,Digital Marketing,Monthly,2999,Credit Card,Social Media,Desktop,Working Professional,36,Male,Tier 2,16,Completed,99.5,,,2022-06-27,48,13,7,10.0,4.1,8,True,False,,
LRN-10142,2023-01-30,2023-01,Web Development,Monthly,2999,UPI,Paid Ads,Mobile,Freelancer,22,Male,Tier 2,20,Dropped,30.0,6.0,Poor mentor support,2023-03-13,9,0,3,2.2,1.3,5,False,False,,
LRN-10143,2023-01-26,2023-01,Digital Marketing,Monthly,2999,Net Banking,Social Media,Desktop,Student,35,Female,Tier 2,16,Completed,97.5,,,2023-05-18,52,13,11,13.8,5.6,10,True,True,358827.0,Tier 1
LRN-10144,2023-09-03,2023-09,Web Development,Monthly,2999,Credit Card,Social Media,Desktop,Student,36,Female,Tier 1,20,Completed,98.1,,,2024-01-21,61,17,11,9.4,4.8,9,True,True,770051.0,Tier 2
LRN-10145,2023-04-25,2023-04,Web Development,Quarterly,7999,UPI,Paid Ads,Desktop,Freelancer,36,Female,Tier 3,20,Completed,99.0,,,2023-09-12,73,17,11,12.4,4.0,10,True,True,1011286.0,Tier 3
LRN-10146,2023-06-26,2023-06,Digital Marketing,Quarterly,7999,Net Banking,Social Media,Desktop,Student,22,Other,Tier 1,16,Completed,96.3,,,2023-10-16,60,12,11,12.0,4.3,9,True,True,1199363.0,Tier 2
LRN-10147,2022-09-15,2022-09,Data Science & Analytics,Monthly,2999,Net Banking,Paid Ads,Tablet,Student,37,Other,Tier 2,24,Completed,98.9,,,2023-03-02,82,21,12,9.9,5.7,7,True,True,650441.0,Tier 3
LRN-10148,2023-07-21,2023-07,Web Development,Annual,24999,Net Banking,Social Media,Desktop,Working Professional,21,Male,Tier 1,20,Completed,96.6,,,2023-12-08,59,18,10,8.2,4.8,9,True,False,,
LRN-10149,2022-01-12,2022-01,UI/UX Design,Monthly,2999,UPI,Paid Ads,Mobile,Student,27,Other,Tier 2,18,Completed,95.8,,,2022-05-18,48,14,5,13.5,4.9,7,True,True,766297.0,Tier 3
LRN-10150,2023-11-28,2023-11,Data Science & Analytics,Monthly,2999,UPI,Organic Search,Tablet,Working Professional,26,Male,Tier 2,24,Dropped,4.2,1.0,Financial reasons,2023-12-05,2,0,0,3.5,2.7,3,False,False,,
LRN-10151,2022-04-28,2022-04,UI/UX Design,Monthly,2999,Net Banking,Social Media,Mobile,Job Seeker,36,Male,Tier 2,18,Completed,98.7,,,2022-09-01,63,17,12,11.1,5.1,9,True,True,588161.0,Startup
LRN-10152,2023-11-30,2023-11,UI/UX Design,Monthly,2999,Debit Card,Social Media,Mobile,Student,23,Female,Tier 1,18,Completed,98.4,,,2024-04-04,60,17,8,6.1,4.8,9,True,True,1185471.0,Tier 1
LRN-10153,2023-07-04,2023-07,Digital Marketing,Monthly,2999,Debit Card,Social Media,Mobile,Freelancer,31,Female,Tier 1,16,Completed,98.1,,,2023-10-24,56,16,8,8.3,5.7,9,True,True,421789.0,Tier 2
LRN-10154,2022-10-01,2022-10,Digital Marketing,Monthly,2999,Debit Card,Referral,Mobile,Working Professional,25,Female,Tier 1,16,Completed,97.7,,,2023-01-21,45,12,8,8.2,5.6,7,True,True,508003.0,Tier 1
LRN-10155,2023-10-19,2023-10,Web Development,Monthly,2999,Net Banking,Paid Ads,Mobile,Working Professional,20,Female,Tier 1,20,Dropped,5.0,1.0,Lost interest,2023-10-26,4,0,3,1.3,2.7,3,False,False,,
LRN-10156,2022-12-15,2022-12,UI/UX Design,Annual,24999,Credit Card,Email Campaign,Desktop,Working Professional,33,Male,Tier 2,18,Completed,97.3,,,2023-04-20,69,14,12,11.3,4.1,10,True,False,,
LRN-10157,2022-04-25,2022-04,Digital Marketing,Annual,24999,UPI,Referral,Mobile,Job Seeker,35,Male,Tier 1,16,Completed,96.0,,,2022-08-15,41,13,5,7.9,4.8,7,True,True,639511.0,Tier 3
LRN-10158,2022-10-28,2022-10,UI/UX Design,Quarterly,7999,Credit Card,Email Campaign,Desktop,Working Professional,38,Male,Tier 1,18,Completed,95.8,,,2023-03-03,47,18,9,13.4,6.5,7,True,True,1025885.0,Tier 2
LRN-10159,2023-03-22,2023-03,Data Science & Analytics,Monthly,2999,UPI,Social Media,Desktop,Working Professional,30,Female,Tier 2,24,Completed,96.9,,,2023-09-06,68,21,4,9.9,4.8,9,True,True,863898.0,Tier 2
LRN-10160,2022-06-11,2022-06,Web Development,Quarterly,7999,Net Banking,Paid Ads,Mobile,Freelancer,36,Male,Tier 1,20,Completed,96.5,,,2022-10-29,58,20,9,9.6,5.8,10,True,False,,
LRN-10161,2023-04-10,2023-04,Data Science & Analytics,Quarterly,7999,Net Banking,Paid Ads,Mobile,Freelancer,36,Female,Tier 1,24,Dropped,45.8,11.0,Content too difficult,2023-06-26,20,2,2,2.3,1.3,1,False,False,,
LRN-10162,2022-01-04,2022-01,Data Science & Analytics,Monthly,2999,UPI,Organic Search,Mobile,Student,25,Male,Tier 1,24,Dropped,12.5,3.0,Got a job / no longer needed,2022-01-25,5,1,0,2.1,2.0,1,False,False,,
LRN-10163,2022-09-27,2022-09,Data Science & Analytics,Annual,24999,UPI,Referral,Tablet,Freelancer,33,Other,Tier 1,24,Completed,99.7,,,2023-03-14,86,21,4,12.6,4.3,7,True,False,,
LRN-10164,2023-05-28,2023-05,Digital Marketing,Monthly,2999,UPI,Email Campaign,Mobile,Freelancer,36,Female,Tier 1,16,Completed,96.2,,,2023-09-17,60,13,12,12.0,4.7,7,True,False,,
LRN-10165,2022-07-02,2022-07,Digital Marketing,Quarterly,7999,Debit Card,Paid Ads,Mobile,Student,31,Other,Tier 1,16,Completed,100.0,,,2022-10-22,54,14,9,10.4,6.5,9,True,True,1014001.0,Tier 2
LRN-10166,2023-06-04,2023-06,Digital Marketing,Quarterly,7999,UPI,Social Media,Desktop,Freelancer,30,Female,Tier 1,16,Completed,98.6,,,2023-09-24,49,16,4,10.1,6.5,9,True,True,582665.0,Tier 2
LRN-10167,2022-04-19,2022-04,Digital Marketing,Monthly,2999,Net Banking,Email Campaign,Mobile,Working Professional,37,Male,Tier 1,16,Completed,95.8,,,2022-08-09,48,14,7,7.9,5.9,7,True,True,946707.0,Startup
LRN-10168,2023-10-03,2023-10,Data Science & Analytics,Quarterly,7999,Debit Card,Organic Search,Desktop,Working Professional,37,Male,Tier 2,24,Completed,98.7,,,2024-03-19,96,22,5,12.2,6.3,9,True,True,805401.0,Tier 2
LRN-10169,2022-11-02,2022-11,Data Science & Analytics,Annual,24999,UPI,Paid Ads,Desktop,Job Seeker,31,Male,Tier 1,24,Completed,97.7,,,2023-04-19,69,21,12,11.6,4.0,10,True,False,,
LRN-10170,2023-10-17,2023-10,Data Science & Analytics,Monthly,2999,Net Banking,Paid Ads,Mobile,Working Professional,34,Other,Tier 2,24,Dropped,8.3,2.0,Got a job / no longer needed,2023-10-31,4,0,1,2.7,1.0,4,False,False,,
LRN-10171,2023-06-04,2023-06,Web Development,Quarterly,7999,UPI,Organic Search,Mobile,Working Professional,37,Male,Tier 1,20,Completed,96.8,,,2023-10-22,56,18,9,10.8,3.6,9,True,True,716704.0,Tier 3
LRN-10172,2023-09-16,2023-09,UI/UX Design,Quarterly,7999,Debit Card,Organic Search,Desktop,Student,30,Male,Tier 2,18,Dropped,5.6,1.0,Lack of time,2023-09-23,1,0,2,0.6,2.2,1,False,False,,
LRN-10173,2022-07-23,2022-07,Digital Marketing,Monthly,2999,Credit Card,Social Media,Desktop,Student,36,Other,Tier 2,16,Completed,98.1,,,2022-11-12,44,12,10,10.7,5.5,7,True,True,413029.0,Tier 2
LRN-10174,2022-06-06,2022-06,Digital Marketing,Monthly,2999,Credit Card,Organic Search,Desktop,Working Professional,30,Male,Tier 1,16,Dropped,37.5,6.0,Content too difficult,2022-07-18,7,0,2,2.7,2.0,1,False,False,,
LRN-10175,2023-01-18,2023-01,Web Development,Monthly,2999,Debit Card,Referral,Desktop,Student,35,Female,Tier 1,20,Completed,95.8,,,2023-06-07,61,18,9,11.0,4.2,9,True,False,,
LRN-10176,2022-06-15,2022-06,Digital Marketing,Annual,24999,Credit Card,Email Campaign,Tablet,Student,29,Female,Tier 2,16,Completed,96.9,,,2022-10-05,61,16,7,9.3,5.2,10,True,False,,
LRN-10177,2023-07-07,2023-07,Digital Marketing,Monthly,2999,UPI,Organic Search,Mobile,Working Professional,25,Male,Tier 1,16,Dropped,25.0,4.0,Content too difficult,2023-08-04,7,0,1,1.9,1.9,1,False,False,,
LRN-10178,2023-06-28,2023-06,Web Development,Monthly,2999,UPI,Paid Ads,Desktop,Job Seeker,32,Female,Tier 1,20,Dropped,55.0,11.0,Technical issues,2023-09-13,9,1,1,1.0,1.0,5,False,False,,
LRN-10179,2022-01-01,2022-01,Digital Marketing,Quarterly,7999,UPI,Referral,Mobile,Student,21,Other,Tier 2,16,Completed,99.2,,,2022-04-23,55,14,6,12.8,5.0,8,True,True,587264.0,Tier 1
LRN-10180,2023-09-06,2023-09,Data Science & Analytics,Annual,24999,Debit Card,Organic Search,Desktop,Student,25,Male,Tier 1,24,Dropped,16.7,4.0,Financial reasons,2023-10-04,8,2,2,4.4,2.7,4,False,False,,
LRN-10181,2022-11-28,2022-11,UI/UX Design,Quarterly,7999,Debit Card,Paid Ads,Mobile,Job Seeker,37,Other,Tier 2,18,Dropped,38.9,7.0,Lack of time,2023-01-16,9,0,3,2.6,2.7,2,False,False,,
LRN-10182,2023-05-16,2023-05,UI/UX Design,Annual,24999,Credit Card,Referral,Mobile,Working Professional,20,Male,Tier 1,18,Completed,96.5,,,2023-09-19,71,16,11,7.3,4.4,7,True,False,,
LRN-10183,2022-01-20,2022-01,Web Development,Monthly,2999,Debit Card,Organic Search,Mobile,Student,37,Other,Tier 2,20,Completed,96.6,,,2022-06-09,50,17,11,10.7,5.6,8,True,False,,
LRN-10184,2022-04-25,2022-04,Data Science & Analytics,Monthly,2999,UPI,Paid Ads,Mobile,Student,33,Other,Tier 1,24,Dropped,12.5,3.0,Poor mentor support,2022-05-16,5,0,3,3.0,0.6,2,False,False,,
LRN-10185,2023-01-07,2023-01,Digital Marketing,Quarterly,7999,UPI,Organic Search,Mobile,Freelancer,20,Female,Tier 1,16,Dropped,93.8,15.0,Lost interest,2023-04-22,21,2,0,4.5,2.9,1,False,False,,
LRN-10186,2022-11-11,2022-11,Digital Marketing,Monthly,2999,Debit Card,Paid Ads,Mobile,Student,34,Male,Tier 1,16,Dropped,18.8,3.0,Got a job / no longer needed,2022-12-02,1,0,1,4.5,1.2,5,False,False,,
LRN-10187,2022-09-03,2022-09,Web Development,Monthly,2999,UPI,Organic Search,Mobile,Student,20,Other,Tier 2,20,Dropped,15.0,3.0,Lack of time,2022-09-24,1,0,3,5.0,0.9,3,False,False,,
LRN-10188,2022-03-01,2022-03,Web Development,Annual,24999,Net Banking,Email Campaign,Mobile,Student,30,Female,Tier 3,20,Dropped,60.0,12.0,Lack of time,2022-05-24,10,3,1,1.0,2.6,3,False,False,,
LRN-10189,2022-09-04,2022-09,UI/UX Design,Quarterly,7999,UPI,Referral,Mobile,Freelancer,35,Male,Tier 2,18,Dropped,83.3,15.0,Technical issues,2022-12-18,10,6,2,1.7,1.9,5,False,False,,
LRN-10190,2023-08-04,2023-08,Digital Marketing,Annual,24999,Debit Card,Social Media,Desktop,Working Professional,24,Other,Tier 1,16,Completed,96.0,,,2023-11-24,43,12,11,11.0,3.9,8,True,False,,
LRN-10191,2022-03-22,2022-03,UI/UX Design,Monthly,2999,Net Banking,Social Media,Desktop,Student,25,Other,Tier 1,18,Dropped,11.1,2.0,Financial reasons,2022-04-05,3,0,0,3.6,1.4,5,False,False,,
LRN-10192,2022-03-29,2022-03,Data Science & Analytics,Annual,24999,UPI,Social Media,Mobile,Working Professional,34,Male,Tier 2,24,Completed,98.1,,,2022-09-13,94,21,11,12.3,4.7,7,True,False,,
LRN-10193,2023-05-13,2023-05,Digital Marketing,Quarterly,7999,Net Banking,Referral,Mobile,Working Professional,29,Female,Tier 1,16,Completed,99.2,,,2023-09-02,50,15,12,12.7,5.2,10,True,True,472520.0,Startup
LRN-10194,2022-03-12,2022-03,Digital Marketing,Quarterly,7999,Net Banking,Paid Ads,Mobile,Student,26,Female,Tier 2,16,Active,25.0,,,2022-04-09,10,2,2,3.8,4.7,6,False,False,,
LRN-10195,2023-06-30,2023-06,Data Science & Analytics,Monthly,2999,Credit Card,Paid Ads,Tablet,Student,29,Female,Tier 2,24,Dropped,45.8,11.0,Content too difficult,2023-09-15,4,4,1,1.4,0.6,4,False,False,,
LRN-10196,2022-05-09,2022-05,Data Science & Analytics,Monthly,2999,Credit Card,Referral,Desktop,Student,33,Male,Tier 1,24,Dropped,41.7,10.0,Lack of time,2022-07-18,19,2,1,1.9,1.0,3,False,False,,
LRN-10197,2022-05-12,2022-05,Digital Marketing,Quarterly,7999,Credit Card,Social Media,Mobile,Student,38,Other,Tier 2,16,Completed,96.8,,,2022-09-01,50,14,6,13.5,5.9,8,True,True,676503.0,Tier 3
LRN-10198,2023-11-07,2023-11,Digital Marketing,Quarterly,7999,Credit Card,Organic Search,Mobile,Working Professional,22,Female,Tier 1,16,Completed,95.9,,,2024-02-27,59,16,11,10.9,4.4,8,True,False,,
LRN-10199,2023-05-02,2023-05,Data Science & Analytics,Annual,24999,Debit Card,Referral,Mobile,Freelancer,33,Male,Tier 2,24,Dropped,37.5,9.0,Got a job / no longer needed,2023-07-04,16,1,1,1.1,2.7,3,False,False,,
LRN-10200,2023-07-17,2023-07,Digital Marketing,Monthly,2999,Net Banking,Paid Ads,Desktop,Working Professional,19,Male,Tier 2,16,Completed,97.3,,,2023-11-06,45,14,9,10.8,3.9,7,True,True,1098969.0,Tier 3
LRN-10201,2022-06-19,2022-06,Digital Marketing,Quarterly,7999,Credit Card,Paid Ads,Mobile,Working Professional,32,Male,Tier 2,16,Completed,99.9,,,2022-10-09,52,12,9,7.7,5.6,10,True,False,,
LRN-10202,2022-09-29,2022-09,UI/UX Design,Quarterly,7999,Net Banking,Social Media,Mobile,Working Professional,21,Other,Tier 3,18,Completed,97.4,,,2023-02-02,63,18,11,8.6,3.8,10,True,True,775505.0,Tier 1
LRN-10203,2023-06-25,2023-06,Data Science & Analytics,Quarterly,7999,Debit Card,Social Media,Desktop,Student,25,Male,Tier 3,24,Dropped,29.2,7.0,Lack of time,2023-08-13,13,1,1,2.5,1.2,5,False,False,,
LRN-10204,2023-09-14,2023-09,UI/UX Design,Monthly,2999,Net Banking,Social Media,Desktop,Working Professional,32,Other,Tier 3,18,Completed,95.4,,,2024-01-18,45,18,12,9.2,3.9,9,True,True,925547.0,Startup
LRN-10205,2023-03-10,2023-03,Data Science & Analytics,Quarterly,7999,Net Banking,Organic Search,Mobile,Student,32,Other,Tier 2,24,Dropped,37.5,9.0,Got a job / no longer needed,2023-05-12,13,3,1,3.5,1.7,2,False,False,,
LRN-10206,2022-08-05,2022-08,UI/UX Design,Annual,24999,Net Banking,Paid Ads,Mobile,Job Seeker,23,Male,Tier 1,18,Completed,95.7,,,2022-12-09,60,17,6,6.7,5.4,10,True,False,,
LRN-10207,2023-07-07,2023-07,UI/UX Design,Quarterly,7999,Debit Card,Social Media,Desktop,Working Professional,30,Male,Tier 1,18,Dropped,27.8,5.0,Poor mentor support,2023-08-11,4,2,2,2.3,1.9,3,False,False,,
LRN-10208,2023-12-08,2023-12,Data Science & Analytics,Annual,24999,Debit Card,Paid Ads,Mobile,Working Professional,21,Male,Tier 2,24,Completed,99.3,,,2024-05-24,77,22,12,6.6,6.2,7,True,True,1011297.0,Tier 3
LRN-10209,2022-07-25,2022-07,Data Science & Analytics,Quarterly,7999,Net Banking,Referral,Tablet,Working Professional,19,Female,Tier 2,24,Active,79.2,,,2022-12-05,51,12,4,5.5,5.4,7,False,False,,
LRN-10210,2022-11-16,2022-11,Digital Marketing,Monthly,2999,Net Banking,Paid Ads,Desktop,Student,34,Other,Tier 1,16,Completed,100.0,,,2023-03-08,63,16,4,8.3,3.7,7,True,False,,
LRN-10211,2023-02-13,2023-02,Digital Marketing,Monthly,2999,Net Banking,Social Media,Mobile,Freelancer,38,Male,Tier 3,16,Dropped,37.5,6.0,Lost interest,2023-03-27,3,2,1,2.7,2.5,1,False,False,,
LRN-10212,2023-11-19,2023-11,Digital Marketing,Annual,24999,UPI,Referral,Desktop,Freelancer,32,Female,Tier 1,16,Completed,98.2,,,2024-03-10,46,16,9,6.4,4.3,7,True,True,836554.0,Tier 2
LRN-10213,2023-10-28,2023-10,Digital Marketing,Monthly,2999,UPI,Social Media,Desktop,Working Professional,23,Other,Tier 3,16,Completed,99.6,,,2024-02-17,54,15,9,13.7,5.5,7,True,True,907101.0,Tier 3
LRN-10214,2023-01-18,2023-01,UI/UX Design,Quarterly,7999,Net Banking,Social Media,Mobile,Student,37,Female,Tier 2,18,Dropped,11.1,2.0,Technical issues,2023-02-01,2,1,1,1.9,0.5,1,False,False,,
LRN-10215,2023-03-25,2023-03,Data Science & Analytics,Monthly,2999,Credit Card,Social Media,Desktop,Working Professional,28,Female,Tier 1,24,Completed,95.5,,,2023-09-09,73,23,5,11.7,3.9,8,True,True,1150962.0,Startup
LRN-10216,2023-06-14,2023-06,Web Development,Annual,24999,UPI,Social Media,Mobile,Job Seeker,33,Female,Tier 2,20,Dropped,35.0,7.0,Poor mentor support,2023-08-02,6,2,1,4.0,1.2,1,False,False,,
LRN-10217,2023-04-08,2023-04,UI/UX Design,Monthly,2999,Credit Card,Social Media,Desktop,Student,21,Female,Tier 3,18,Completed,97.0,,,2023-08-12,65,17,5,7.2,5.8,8,True,True,461410.0,Startup
LRN-10218,2022-05-04,2022-05,Digital Marketing,Monthly,2999,Credit Card,Organic Search,Desktop,Freelancer,19,Female,Tier 1,16,Dropped,81.2,13.0,Technical issues,2022-08-03,13,2,1,3.7,2.8,5,False,False,,
LRN-10219,2022-09-11,2022-09,Data Science & Analytics,Quarterly,7999,Debit Card,Social Media,Mobile,Freelancer,21,Other,Tier 1,24,Completed,98.4,,,2023-02-26,90,19,12,13.5,4.6,9,True,True,1012985.0,Startup
LRN-10220,2022-08-19,2022-08,Data Science & Analytics,Monthly,2999,Net Banking,Organic Search,Mobile,Freelancer,25,Male,Tier 2,24,Active,91.7,,,2023-01-20,45,12,6,5.7,2.4,8,False,False,,
LRN-10221,2022-03-07,2022-03,Digital Marketing,Monthly,2999,Debit Card,Paid Ads,Mobile,Student,37,Male,Tier 2,16,Completed,97.7,,,2022-06-27,49,15,12,13.7,5.9,7,True,True,408777.0,Tier 2
LRN-10222,2022-12-13,2022-12,Data Science & Analytics,Monthly,2999,UPI,Paid Ads,Desktop,Working Professional,36,Male,Tier 2,24,Completed,95.4,,,2023-05-30,69,22,4,9.8,6.3,7,True,True,1030301.0,Tier 1
LRN-10223,2022-01-22,2022-01,Web Development,Quarterly,7999,Net Banking,Paid Ads,Mobile,Working Professional,37,Male,Tier 3,20,Completed,97.5,,,2022-06-11,75,20,7,6.5,4.1,9,True,False,,
LRN-10224,2023-08-26,2023-08,UI/UX Design,Monthly,2999,UPI,Social Media,Tablet,Student,20,Other,Tier 1,18,Completed,96.4,,,2023-12-30,69,17,6,11.6,5.2,10,True,True,960256.0,Tier 1
LRN-10225,2023-07-22,2023-07,Data Science & Analytics,Quarterly,7999,Debit Card,Paid Ads,Mobile,Working Professional,19,Male,Tier 1,24,Completed,98.3,,,2024-01-06,78,22,11,11.5,4.1,9,True,True,782046.0,Tier 2
LRN-10226,2022-08-24,2022-08,Web Development,Quarterly,7999,Credit Card,Referral,Desktop,Working Professional,21,Other,Tier 3,20,Completed,97.1,,,2023-01-11,67,17,7,6.9,5.1,7,True,True,1148100.0,Startup
LRN-10227,2023-08-26,2023-08,Web Development,Monthly,2999,UPI,Social Media,Mobile,Freelancer,34,Female,Tier 1,20,Dropped,5.0,1.0,Technical issues,2023-09-02,3,1,1,2.5,1.3,4,False,False,,
LRN-10228,2022-08-14,2022-08,Data Science & Analytics,Monthly,2999,Credit Card,Email Campaign,Mobile,Freelancer,34,Other,Tier 1,24,Active,62.5,,,2022-11-27,40,11,4,4.4,4.4,7,False,False,,
LRN-10229,2022-01-08,2022-01,Web Development,Quarterly,7999,Net Banking,Organic Search,Mobile,Working Professional,25,Female,Tier 3,20,Completed,97.9,,,2022-05-28,51,19,6,7.7,5.3,8,True,True,493030.0,Tier 3
LRN-10230,2022-03-14,2022-03,Web Development,Quarterly,7999,Net Banking,Organic Search,Mobile,Working Professional,20,Female,Tier 1,20,Dropped,20.0,4.0,Content too difficult,2022-04-11,6,0,2,3.2,2.5,5,False,False,,
